Interview_ID,Candidate_ID,Requisition_ID,Stage_Name,Interviewer_ID,Interviewer_Role,Scheduled_Date,Feedback_Submitted_Date,Turnaround_Hours,SLA_Met,BARS_Score_1,BARS_Score_2,BARS_Score_3,BARS_Score_4,Mean_BARS_Score,Notes_Summary
INT-2026-1243,CAND-2026-2411,REQ-2026-QUA-G3,Structured Interview B,APD-INT-043,Cross-functional Panelist,2026-03-07,2026-03-09,32.0,Yes,4.6,4.7,4.8,4.4,4.63,Independent follow-up evidence locked before panel release
INT-2026-1244,CAND-2026-2411,REQ-2026-QUA-G3,Calibration Review,APD-INT-044,Talent Acquisition Partner,2026-03-09,2026-03-12,69.0,No,4.6,4.7,4.8,4.4,4.63,Composite and decision evidence reviewed in calibration
INT-2026-1245,CAND-2026-2412,REQ-2026-QUA-G3,Work Sample Review,APD-INT-045,Technical Assessor,2026-02-25,2026-02-28,52.0,No,4.7,4.8,4.4,4.5,4.60,Work sample evidence recorded against the controlled scoring key
INT-2026-1246,CAND-2026-2412,REQ-2026-QUA-G3,Structured Interview A,APD-INT-046,Hiring Manager,2026-02-27,2026-03-02,59.0,No,4.7,4.8,4.4,4.5,4.60,Behavioral evidence mapped to published BARS anchors
INT-2026-1247,CAND-2026-2412,REQ-2026-QUA-G3,Structured Interview B,APD-INT-047,Cross-functional Panelist,2026-03-01,2026-03-04,66.0,No,4.7,4.8,4.4,4.5,4.60,Independent follow-up evidence locked before panel release
INT-2026-1248,CAND-2026-2412,REQ-2026-QUA-G3,Calibration Review,APD-INT-048,Talent Acquisition Partner,2026-03-03,2026-03-04,13.0,Yes,4.7,4.8,4.4,4.5,4.60,Composite and decision evidence reviewed in calibration
INT-2026-1249,CAND-2026-2413,REQ-2026-QUA-G3,Work Sample Review,APD-INT-049,Technical Assessor,2026-02-19,2026-02-20,24.0,Yes,4.8,4.4,4.5,4.6,4.58,Work sample evidence recorded against the controlled scoring key
INT-2026-1250,CAND-2026-2413,REQ-2026-QUA-G3,Structured Interview A,APD-INT-050,Hiring Manager,2026-02-21,2026-02-23,35.0,Yes,4.8,4.4,4.5,4.6,4.58,Behavioral evidence mapped to published BARS anchors
INT-2026-1251,CAND-2026-2413,REQ-2026-QUA-G3,Structured Interview B,APD-INT-051,Cross-functional Panelist,2026-02-23,2026-02-25,46.0,Yes,4.8,4.4,4.5,4.6,4.58,Independent follow-up evidence locked before panel release
INT-2026-1252,CAND-2026-2413,REQ-2026-QUA-G3,Calibration Review,APD-INT-052,Talent Acquisition Partner,2026-02-25,2026-02-26,20.0,Yes,4.8,4.4,4.5,4.6,4.58,Composite and decision evidence reviewed in calibration
INT-2026-1253,CAND-2026-2414,REQ-2026-QUA-G3,Work Sample Review,APD-INT-053,Technical Assessor,2026-02-26,2026-02-28,31.0,Yes,4.4,4.5,4.6,4.7,4.55,Work sample evidence recorded against the controlled scoring key
INT-2026-1254,CAND-2026-2414,REQ-2026-QUA-G3,Structured Interview A,APD-INT-054,Hiring Manager,2026-02-28,2026-03-02,42.0,Yes,4.4,4.5,4.6,4.7,4.55,Behavioral evidence mapped to published BARS anchors
INT-2026-1255,CAND-2026-2414,REQ-2026-QUA-G3,Structured Interview B,APD-INT-055,Cross-functional Panelist,2026-03-02,2026-03-03,16.0,Yes,4.4,4.5,4.6,4.7,4.55,Independent follow-up evidence locked before panel release
INT-2026-1256,CAND-2026-2414,REQ-2026-QUA-G3,Calibration Review,APD-INT-056,Talent Acquisition Partner,2026-03-04,2026-03-06,27.0,Yes,4.4,4.5,4.6,4.7,4.55,Composite and decision evidence reviewed in calibration
INT-2026-1257,CAND-2026-2415,REQ-2026-QUA-G3,Work Sample Review,APD-INT-057,Technical Assessor,2026-02-20,2026-02-22,38.0,Yes,4.5,4.6,4.7,4.8,4.65,Work sample evidence recorded against the controlled scoring key
INT-2026-1258,CAND-2026-2415,REQ-2026-QUA-G3,Structured Interview A,APD-INT-058,Hiring Manager,2026-02-22,2026-02-23,12.0,Yes,4.5,4.6,4.7,4.8,4.65,Behavioral evidence mapped to published BARS anchors
INT-2026-1259,CAND-2026-2415,REQ-2026-QUA-G3,Structured Interview B,APD-INT-059,Cross-functional Panelist,2026-02-24,2026-02-25,23.0,Yes,4.5,4.6,4.7,4.8,4.65,Independent follow-up evidence locked before panel release
INT-2026-1260,CAND-2026-2415,REQ-2026-QUA-G3,Calibration Review,APD-INT-060,Talent Acquisition Partner,2026-02-26,2026-02-28,34.0,Yes,4.5,4.6,4.7,4.8,4.65,Composite and decision evidence reviewed in calibration
INT-2026-1261,CAND-2026-2416,REQ-2026-QUA-G3,Work Sample Review,APD-INT-001,Technical Assessor,2026-02-27,2026-03-01,45.0,Yes,4.0,3.3,3.4,3.4,3.53,Work sample evidence recorded against the controlled scoring key
INT-2026-1262,CAND-2026-2416,REQ-2026-QUA-G3,Structured Interview A,APD-INT-002,Hiring Manager,2026-03-01,2026-03-02,19.0,Yes,4.0,3.3,3.4,3.4,3.53,Behavioral evidence mapped to published BARS anchors
INT-2026-1263,CAND-2026-2416,REQ-2026-QUA-G3,Structured Interview B,APD-INT-003,Cross-functional Panelist,2026-03-03,2026-03-05,30.0,Yes,4.0,3.3,3.4,3.4,3.53,Independent follow-up evidence locked before panel release
INT-2026-1264,CAND-2026-2416,REQ-2026-QUA-G3,Calibration Review,APD-INT-004,Talent Acquisition Partner,2026-03-05,2026-03-07,41.0,Yes,4.0,3.3,3.4,3.4,3.53,Composite and decision evidence reviewed in calibration
INT-2026-1265,CAND-2026-2417,REQ-2026-QUA-G3,Work Sample Review,APD-INT-005,Technical Assessor,2026-02-21,2026-02-22,15.0,Yes,3.3,3.8,4.1,3.6,3.70,Work sample evidence recorded against the controlled scoring key
INT-2026-1266,CAND-2026-2417,REQ-2026-QUA-G3,Structured Interview A,APD-INT-006,Hiring Manager,2026-02-23,2026-02-25,26.0,Yes,3.3,3.8,4.1,3.6,3.70,Behavioral evidence mapped to published BARS anchors
INT-2026-1267,CAND-2026-2417,REQ-2026-QUA-G3,Structured Interview B,APD-INT-007,Cross-functional Panelist,2026-02-25,2026-02-27,37.0,Yes,3.3,3.8,4.1,3.6,3.70,Independent follow-up evidence locked before panel release
INT-2026-1268,CAND-2026-2417,REQ-2026-QUA-G3,Calibration Review,APD-INT-008,Talent Acquisition Partner,2026-02-27,2026-03-01,48.0,Yes,3.3,3.8,4.1,3.6,3.70,Composite and decision evidence reviewed in calibration
INT-2026-1269,CAND-2026-2418,REQ-2026-QUA-G3,Work Sample Review,APD-INT-009,Technical Assessor,2026-02-28,2026-03-01,22.0,Yes,3.6,3.2,3.8,3.8,3.60,Work sample evidence recorded against the controlled scoring key
INT-2026-1270,CAND-2026-2418,REQ-2026-QUA-G3,Structured Interview A,APD-INT-010,Hiring Manager,2026-03-02,2026-03-04,33.0,Yes,3.6,3.2,3.8,3.8,3.60,Behavioral evidence mapped to published BARS anchors
INT-2026-1271,CAND-2026-2418,REQ-2026-QUA-G3,Structured Interview B,APD-INT-011,Cross-functional Panelist,2026-03-04,2026-03-06,44.0,Yes,3.6,3.2,3.8,3.8,3.60,Independent follow-up evidence locked before panel release
INT-2026-1272,CAND-2026-2418,REQ-2026-QUA-G3,Calibration Review,APD-INT-012,Talent Acquisition Partner,2026-03-06,2026-03-07,18.0,Yes,3.6,3.2,3.8,3.8,3.60,Composite and decision evidence reviewed in calibration
INT-2026-1273,CAND-2026-2419,REQ-2026-QUA-G3,Work Sample Review,APD-INT-013,Technical Assessor,2026-02-22,2026-02-24,29.0,Yes,3.9,3.7,3.5,4.0,3.78,Work sample evidence recorded against the controlled scoring key
INT-2026-1274,CAND-2026-2419,REQ-2026-QUA-G3,Structured Interview A,APD-INT-014,Hiring Manager,2026-02-24,2026-02-26,40.0,Yes,3.9,3.7,3.5,4.0,3.78,Behavioral evidence mapped to published BARS anchors
INT-2026-1275,CAND-2026-2419,REQ-2026-QUA-G3,Structured Interview B,APD-INT-015,Cross-functional Panelist,2026-02-26,2026-02-27,14.0,Yes,3.9,3.7,3.5,4.0,3.78,Independent follow-up evidence locked before panel release
INT-2026-1276,CAND-2026-2419,REQ-2026-QUA-G3,Calibration Review,APD-INT-016,Talent Acquisition Partner,2026-02-28,2026-03-02,25.0,Yes,3.9,3.7,3.5,4.0,3.78,Composite and decision evidence reviewed in calibration
INT-2026-1277,CAND-2026-2420,REQ-2026-QUA-G3,Work Sample Review,APD-INT-017,Technical Assessor,2026-03-01,2026-03-03,36.0,Yes,3.2,3.1,3.2,3.1,3.15,Work sample evidence recorded against the controlled scoring key
INT-2026-1278,CAND-2026-2420,REQ-2026-QUA-G3,Structured Interview A,APD-INT-018,Hiring Manager,2026-03-03,2026-03-05,47.0,Yes,3.2,3.1,3.2,3.1,3.15,Behavioral evidence mapped to published BARS anchors
INT-2026-1279,CAND-2026-2420,REQ-2026-QUA-G3,Structured Interview B,APD-INT-019,Cross-functional Panelist,2026-03-05,2026-03-06,21.0,Yes,3.2,3.1,3.2,3.1,3.15,Independent follow-up evidence locked before panel release
INT-2026-1280,CAND-2026-2420,REQ-2026-QUA-G3,Calibration Review,APD-INT-020,Talent Acquisition Partner,2026-03-07,2026-03-09,32.0,Yes,3.2,3.1,3.2,3.1,3.15,Composite and decision evidence reviewed in calibration
INT-2026-1281,CAND-2026-2421,REQ-2026-QUA-G3,Work Sample Review,APD-INT-021,Technical Assessor,2026-02-23,2026-02-25,43.0,Yes,3.5,3.6,3.9,3.3,3.58,Work sample evidence recorded against the controlled scoring key
INT-2026-1282,CAND-2026-2421,REQ-2026-QUA-G3,Structured Interview A,APD-INT-022,Hiring Manager,2026-02-25,2026-02-26,17.0,Yes,3.5,3.6,3.9,3.3,3.58,Behavioral evidence mapped to published BARS anchors
INT-2026-1283,CAND-2026-2421,REQ-2026-QUA-G3,Structured Interview B,APD-INT-023,Cross-functional Panelist,2026-02-27,2026-03-01,28.0,Yes,3.5,3.6,3.9,3.3,3.58,Independent follow-up evidence locked before panel release
INT-2026-1284,CAND-2026-2421,REQ-2026-QUA-G3,Calibration Review,APD-INT-024,Talent Acquisition Partner,2026-03-01,2026-03-03,39.0,Yes,3.5,3.6,3.9,3.3,3.58,Composite and decision evidence reviewed in calibration
INT-2026-1285,CAND-2026-2422,REQ-2026-QUA-G3,Work Sample Review,APD-INT-025,Technical Assessor,2026-03-02,2026-03-03,13.0,Yes,3.8,4.1,3.6,3.5,3.75,Work sample evidence recorded against the controlled scoring key
INT-2026-1286,CAND-2026-2422,REQ-2026-QUA-G3,Structured Interview A,APD-INT-026,Hiring Manager,2026-03-04,2026-03-05,24.0,Yes,3.8,4.1,3.6,3.5,3.75,Behavioral evidence mapped to published BARS anchors
INT-2026-1287,CAND-2026-2422,REQ-2026-QUA-G3,Structured Interview B,APD-INT-027,Cross-functional Panelist,2026-03-06,2026-03-08,35.0,Yes,3.8,4.1,3.6,3.5,3.75,Independent follow-up evidence locked before panel release
INT-2026-1288,CAND-2026-2422,REQ-2026-QUA-G3,Calibration Review,APD-INT-028,Talent Acquisition Partner,2026-03-08,2026-03-10,46.0,Yes,3.8,4.1,3.6,3.5,3.75,Composite and decision evidence reviewed in calibration
INT-2026-1289,CAND-2026-2423,REQ-2026-QUA-G3,Work Sample Review,APD-INT-029,Technical Assessor,2026-02-24,2026-02-25,20.0,Yes,4.1,3.5,3.3,3.7,3.65,Work sample evidence recorded against the controlled scoring key
INT-2026-1290,CAND-2026-2423,REQ-2026-QUA-G3,Structured Interview A,APD-INT-030,Hiring Manager,2026-02-26,2026-02-28,31.0,Yes,4.1,3.5,3.3,3.7,3.65,Behavioral evidence mapped to published BARS anchors
INT-2026-1291,CAND-2026-2423,REQ-2026-QUA-G3,Structured Interview B,APD-INT-031,Cross-functional Panelist,2026-02-28,2026-03-02,42.0,Yes,4.1,3.5,3.3,3.7,3.65,Independent follow-up evidence locked before panel release
INT-2026-1292,CAND-2026-2423,REQ-2026-QUA-G3,Calibration Review,APD-INT-032,Talent Acquisition Partner,2026-03-02,2026-03-03,16.0,Yes,4.1,3.5,3.3,3.7,3.65,Composite and decision evidence reviewed in calibration
INT-2026-1293,CAND-2026-2424,REQ-2026-QUA-G3,Work Sample Review,APD-INT-033,Technical Assessor,2026-03-03,2026-03-05,27.0,Yes,3.4,4.0,4.0,3.9,3.83,Work sample evidence recorded against the controlled scoring key
INT-2026-1294,CAND-2026-2424,REQ-2026-QUA-G3,Structured Interview A,APD-INT-034,Hiring Manager,2026-03-05,2026-03-07,38.0,Yes,3.4,4.0,4.0,3.9,3.83,Behavioral evidence mapped to published BARS anchors
INT-2026-1295,CAND-2026-2424,REQ-2026-QUA-G3,Structured Interview B,APD-INT-035,Cross-functional Panelist,2026-03-07,2026-03-08,12.0,Yes,3.4,4.0,4.0,3.9,3.83,Independent follow-up evidence locked before panel release
INT-2026-1296,CAND-2026-2424,REQ-2026-QUA-G3,Calibration Review,APD-INT-036,Talent Acquisition Partner,2026-03-09,2026-03-10,23.0,Yes,3.4,4.0,4.0,3.9,3.83,Composite and decision evidence reviewed in calibration
INT-2026-1297,CAND-2026-2425,REQ-2026-QUA-G3,Work Sample Review,APD-INT-037,Technical Assessor,2026-02-25,2026-02-27,34.0,Yes,3.7,3.4,3.7,4.1,3.73,Work sample evidence recorded against the controlled scoring key
INT-2026-1298,CAND-2026-2425,REQ-2026-QUA-G3,Structured Interview A,APD-INT-038,Hiring Manager,2026-02-27,2026-03-02,63.0,No,3.7,3.4,3.7,4.1,3.73,Behavioral evidence mapped to published BARS anchors
INT-2026-1299,CAND-2026-2425,REQ-2026-QUA-G3,Structured Interview B,APD-INT-039,Cross-functional Panelist,2026-03-01,2026-03-04,70.0,No,3.7,3.4,3.7,4.1,3.73,Independent follow-up evidence locked before panel release
INT-2026-1300,CAND-2026-2425,REQ-2026-QUA-G3,Calibration Review,APD-INT-040,Talent Acquisition Partner,2026-03-03,2026-03-06,53.0,No,3.7,3.4,3.7,4.1,3.73,Composite and decision evidence reviewed in calibration
INT-2026-1301,CAND-2026-2426,REQ-2026-QUA-G3,Work Sample Review,APD-INT-041,Technical Assessor,2026-02-19,2026-02-22,60.0,No,4.0,3.9,3.4,3.2,3.63,Work sample evidence recorded against the controlled scoring key
INT-2026-1302,CAND-2026-2426,REQ-2026-QUA-G3,Structured Interview A,APD-INT-042,Hiring Manager,2026-02-21,2026-02-22,15.0,Yes,4.0,3.9,3.4,3.2,3.63,Behavioral evidence mapped to published BARS anchors
INT-2026-1303,CAND-2026-2426,REQ-2026-QUA-G3,Structured Interview B,APD-INT-043,Cross-functional Panelist,2026-02-23,2026-02-25,26.0,Yes,4.0,3.9,3.4,3.2,3.63,Independent follow-up evidence locked before panel release
INT-2026-1304,CAND-2026-2426,REQ-2026-QUA-G3,Calibration Review,APD-INT-044,Talent Acquisition Partner,2026-02-25,2026-02-27,37.0,Yes,4.0,3.9,3.4,3.2,3.63,Composite and decision evidence reviewed in calibration
INT-2026-1305,CAND-2026-2427,REQ-2026-QUA-G3,Work Sample Review,APD-INT-045,Technical Assessor,2026-02-26,2026-02-28,48.0,Yes,3.3,3.3,4.1,3.4,3.53,Work sample evidence recorded against the controlled scoring key
INT-2026-1306,CAND-2026-2427,REQ-2026-QUA-G3,Structured Interview A,APD-INT-046,Hiring Manager,2026-02-28,2026-03-01,22.0,Yes,3.3,3.3,4.1,3.4,3.53,Behavioral evidence mapped to published BARS anchors
INT-2026-1307,CAND-2026-2427,REQ-2026-QUA-G3,Structured Interview B,APD-INT-047,Cross-functional Panelist,2026-03-02,2026-03-04,33.0,Yes,3.3,3.3,4.1,3.4,3.53,Independent follow-up evidence locked before panel release
INT-2026-1308,CAND-2026-2427,REQ-2026-QUA-G3,Calibration Review,APD-INT-048,Talent Acquisition Partner,2026-03-04,2026-03-06,44.0,Yes,3.3,3.3,4.1,3.4,3.53,Composite and decision evidence reviewed in calibration
INT-2026-1309,CAND-2026-2428,REQ-2026-QUA-G3,Work Sample Review,APD-INT-049,Technical Assessor,2026-02-20,2026-02-21,18.0,Yes,3.6,3.8,3.8,3.6,3.70,Work sample evidence recorded against the controlled scoring key
INT-2026-1310,CAND-2026-2428,REQ-2026-QUA-G3,Structured Interview A,APD-INT-050,Hiring Manager,2026-02-22,2026-02-24,29.0,Yes,3.6,3.8,3.8,3.6,3.70,Behavioral evidence mapped to published BARS anchors
INT-2026-1311,CAND-2026-2428,REQ-2026-QUA-G3,Structured Interview B,APD-INT-051,Cross-functional Panelist,2026-02-24,2026-02-26,40.0,Yes,3.6,3.8,3.8,3.6,3.70,Independent follow-up evidence locked before panel release
INT-2026-1312,CAND-2026-2428,REQ-2026-QUA-G3,Calibration Review,APD-INT-052,Talent Acquisition Partner,2026-02-26,2026-02-27,14.0,Yes,3.6,3.8,3.8,3.6,3.70,Composite and decision evidence reviewed in calibration
INT-2026-1313,CAND-2026-2429,REQ-2026-QUA-G3,Work Sample Review,APD-INT-053,Technical Assessor,2026-02-27,2026-03-01,25.0,Yes,3.9,3.2,3.5,3.8,3.60,Work sample evidence recorded against the controlled scoring key
INT-2026-1314,CAND-2026-2429,REQ-2026-QUA-G3,Structured Interview A,APD-INT-054,Hiring Manager,2026-03-01,2026-03-03,36.0,Yes,3.9,3.2,3.5,3.8,3.60,Behavioral evidence mapped to published BARS anchors
INT-2026-1315,CAND-2026-2429,REQ-2026-QUA-G3,Structured Interview B,APD-INT-055,Cross-functional Panelist,2026-03-03,2026-03-05,47.0,Yes,3.9,3.2,3.5,3.8,3.60,Independent follow-up evidence locked before panel release
INT-2026-1316,CAND-2026-2429,REQ-2026-QUA-G3,Calibration Review,APD-INT-056,Talent Acquisition Partner,2026-03-05,2026-03-06,21.0,Yes,3.9,3.2,3.5,3.8,3.60,Composite and decision evidence reviewed in calibration
INT-2026-1317,CAND-2026-2430,REQ-2026-QUA-G3,Work Sample Review,APD-INT-057,Technical Assessor,2026-02-21,2026-02-23,32.0,Yes,3.2,3.7,3.2,4.0,3.53,Work sample evidence recorded against the controlled scoring key
INT-2026-1318,CAND-2026-2430,REQ-2026-QUA-G3,Structured Interview A,APD-INT-058,Hiring Manager,2026-02-23,2026-02-25,43.0,Yes,3.2,3.7,3.2,4.0,3.53,Behavioral evidence mapped to published BARS anchors
INT-2026-1319,CAND-2026-2430,REQ-2026-QUA-G3,Structured Interview B,APD-INT-059,Cross-functional Panelist,2026-02-25,2026-02-26,17.0,Yes,3.2,3.7,3.2,4.0,3.53,Independent follow-up evidence locked before panel release
INT-2026-1320,CAND-2026-2430,REQ-2026-QUA-G3,Calibration Review,APD-INT-060,Talent Acquisition Partner,2026-02-27,2026-03-01,28.0,Yes,3.2,3.7,3.2,4.0,3.53,Composite and decision evidence reviewed in calibration
INT-2026-1321,CAND-2026-2431,REQ-2026-QUA-G3,Work Sample Review,APD-INT-001,Technical Assessor,2026-02-28,2026-03-02,39.0,Yes,3.5,3.1,3.9,3.1,3.40,Work sample evidence recorded against the controlled scoring key
INT-2026-1322,CAND-2026-2431,REQ-2026-QUA-G3,Structured Interview A,APD-INT-002,Hiring Manager,2026-03-02,2026-03-03,13.0,Yes,3.5,3.1,3.9,3.1,3.40,Behavioral evidence mapped to published BARS anchors
INT-2026-1323,CAND-2026-2431,REQ-2026-QUA-G3,Structured Interview B,APD-INT-003,Cross-functional Panelist,2026-03-04,2026-03-05,24.0,Yes,3.5,3.1,3.9,3.1,3.40,Independent follow-up evidence locked before panel release
INT-2026-1324,CAND-2026-2431,REQ-2026-QUA-G3,Calibration Review,APD-INT-004,Talent Acquisition Partner,2026-03-06,2026-03-08,35.0,Yes,3.5,3.1,3.9,3.1,3.40,Composite and decision evidence reviewed in calibration
INT-2026-1325,CAND-2026-2432,REQ-2026-QUA-G3,Work Sample Review,APD-INT-005,Technical Assessor,2026-02-22,2026-02-24,46.0,Yes,3.8,3.6,3.6,3.3,3.58,Work sample evidence recorded against the controlled scoring key
INT-2026-1326,CAND-2026-2432,REQ-2026-QUA-G3,Structured Interview A,APD-INT-006,Hiring Manager,2026-02-24,2026-02-25,20.0,Yes,3.8,3.6,3.6,3.3,3.58,Behavioral evidence mapped to published BARS anchors
INT-2026-1327,CAND-2026-2432,REQ-2026-QUA-G3,Structured Interview B,APD-INT-007,Cross-functional Panelist,2026-02-26,2026-02-28,31.0,Yes,3.8,3.6,3.6,3.3,3.58,Independent follow-up evidence locked before panel release
INT-2026-1328,CAND-2026-2432,REQ-2026-QUA-G3,Calibration Review,APD-INT-008,Talent Acquisition Partner,2026-02-28,2026-03-02,42.0,Yes,3.8,3.6,3.6,3.3,3.58,Composite and decision evidence reviewed in calibration
INT-2026-1329,CAND-2026-2433,REQ-2026-QUA-G3,Work Sample Review,APD-INT-009,Technical Assessor,2026-03-01,2026-03-02,16.0,Yes,4.1,4.1,3.3,3.5,3.75,Work sample evidence recorded against the controlled scoring key
INT-2026-1330,CAND-2026-2433,REQ-2026-QUA-G3,Structured Interview A,APD-INT-010,Hiring Manager,2026-03-03,2026-03-05,27.0,Yes,4.1,4.1,3.3,3.5,3.75,Behavioral evidence mapped to published BARS anchors
INT-2026-1331,CAND-2026-2433,REQ-2026-QUA-G3,Structured Interview B,APD-INT-011,Cross-functional Panelist,2026-03-05,2026-03-07,38.0,Yes,4.1,4.1,3.3,3.5,3.75,Independent follow-up evidence locked before panel release
INT-2026-1332,CAND-2026-2433,REQ-2026-QUA-G3,Calibration Review,APD-INT-012,Talent Acquisition Partner,2026-03-07,2026-03-08,12.0,Yes,4.1,4.1,3.3,3.5,3.75,Composite and decision evidence reviewed in calibration
INT-2026-1333,CAND-2026-2434,REQ-2026-QUA-G3,Work Sample Review,APD-INT-013,Technical Assessor,2026-02-23,2026-02-24,23.0,Yes,3.4,3.5,4.0,3.7,3.65,Work sample evidence recorded against the controlled scoring key
INT-2026-1334,CAND-2026-2434,REQ-2026-QUA-G3,Structured Interview A,APD-INT-014,Hiring Manager,2026-02-25,2026-02-27,34.0,Yes,3.4,3.5,4.0,3.7,3.65,Behavioral evidence mapped to published BARS anchors
INT-2026-1335,CAND-2026-2434,REQ-2026-QUA-G3,Structured Interview B,APD-INT-015,Cross-functional Panelist,2026-02-27,2026-03-01,45.0,Yes,3.4,3.5,4.0,3.7,3.65,Independent follow-up evidence locked before panel release
INT-2026-1336,CAND-2026-2434,REQ-2026-QUA-G3,Calibration Review,APD-INT-016,Talent Acquisition Partner,2026-03-01,2026-03-02,19.0,Yes,3.4,3.5,4.0,3.7,3.65,Composite and decision evidence reviewed in calibration
INT-2026-1337,CAND-2026-2435,REQ-2026-QUA-G3,Work Sample Review,APD-INT-017,Technical Assessor,2026-03-02,2026-03-04,30.0,Yes,3.7,4.0,3.7,3.9,3.83,Work sample evidence recorded against the controlled scoring key
INT-2026-1338,CAND-2026-2435,REQ-2026-QUA-G3,Structured Interview A,APD-INT-018,Hiring Manager,2026-03-04,2026-03-06,41.0,Yes,3.7,4.0,3.7,3.9,3.83,Behavioral evidence mapped to published BARS anchors
INT-2026-1339,CAND-2026-2435,REQ-2026-QUA-G3,Structured Interview B,APD-INT-019,Cross-functional Panelist,2026-03-06,2026-03-07,15.0,Yes,3.7,4.0,3.7,3.9,3.83,Independent follow-up evidence locked before panel release
INT-2026-1340,CAND-2026-2435,REQ-2026-QUA-G3,Calibration Review,APD-INT-020,Talent Acquisition Partner,2026-03-08,2026-03-10,26.0,Yes,3.7,4.0,3.7,3.9,3.83,Composite and decision evidence reviewed in calibration
INT-2026-1341,CAND-2026-2436,REQ-2026-QUA-G3,Work Sample Review,APD-INT-021,Technical Assessor,2026-02-24,2026-02-26,37.0,Yes,4.0,3.4,3.4,4.1,3.73,Work sample evidence recorded against the controlled scoring key
